transaction_id,project_id,supplier_id,material_id,worker_id,equipment_id,po_number,po_date,expected_delivery_date,actual_delivery_date,delivery_delay_days,quantity,material_cost,labor_days,labor_cost,equipment_usage_days,fuel_cost,equipment_cost,transportation_cost,rework_cost,total_transaction_cost,po_status,transaction_status,quality_issue_flag,downtime_hours,utilization_flag
151,10004,30100,20092,40022,5033,PO700151,05/07/2025,05/12/2025,06/10/2024,17,19,245157,8,62264,15,46902,80490,17101,8079,459993,Closed,Completed,Yes,5,Underutilized
152,10016,30056,20174,40465,5041,PO700152,04/12/2025,05/05/2024,05/03/2026,22,149,597788,8,71640,10,25573,106310,14953,13723,829987,Partial,Completed,Yes,20,Underutilized
153,10033,30052,20047,40233,5026,PO700153,10/01/2025,10/06/2026,11/07/2025,20,12,93324,1,6043,20,45734,75020,25134,10828,256083,Open,Pending,No,24,Optimal
154,10026,30036,20121,40137,5008,PO700154,02/04/2023,02/05/2024,02/11/2024,6,188,2898208,7,15855,5,7190,42735,29235,21594,3014817,Closed,Pending,No,24,Optimal
155,10004,30097,20194,40471,5020,PO700155,10/06/2024,10/06/2025,11/12/2023,13,92,1252120,7,64631,9,4455,108693,28090,9474,1467463,Closed,Pending,No,12,Underutilized
156,10031,30003,20186,40210,5005,PO700156,05/06/2026,06/08/2025,06/04/2026,8,134,1006340,6,45768,7,33256,96068,26950,3864,1212246,Closed,Completed,No,22,Underutilized
157,10036,30048,20159,40315,5046,PO700157,05/11/2023,05/04/2025,06/03/2024,18,167,2920997,2,4292,2,48361,19070,19163,13304,3025187,Partial,Completed,No,9,Optimal
158,10010,30048,20007,40299,5021,PO700158,01/07/2023,01/12/2024,01/01/2025,1,53,725676,14,55398,16,44123,207552,2970,16411,1052130,Partial,Pending,Yes,20,Optimal
159,10037,30071,20046,40062,5004,PO700159,08/06/2023,09/03/2023,09/04/2023,1,175,1537550,11,102542,15,12396,198660,4321,21745,1877214,Open,Completed,No,24,Optimal
160,10013,30087,20136,40464,5032,PO700160,07/01/2027,07/07/2027,08/08/2026,20,8,85544,6,49992,5,37837,40340,24269,8454,246436,Closed,Completed,No,1,Underutilized
161,10020,30026,20173,40087,5019,PO700161,01/09/2024,02/04/2023,02/05/2024,13,149,391870,11,78848,19,33621,73986,19596,17109,615030,Open,Completed,No,18,Underutilized
162,10049,30002,20042,40203,5042,PO700162,04/02/2024,04/03/2026,04/05/2026,2,8,78664,11,22891,13,39795,165477,22607,5088,334522,Closed,Pending,Yes,2,Underutilized
163,10023,30009,20008,40135,5041,PO700163,08/06/2023,08/02/2025,08/06/2025,4,165,1886280,1,7913,14,1611,43092,23405,21933,1984234,Open,Completed,Yes,3,Optimal
164,10012,30010,20119,40350,5042,PO700164,04/04/2026,05/11/2024,05/11/2024,0,75,1504200,12,25716,19,30542,132411,25037,24386,1742292,Open,Completed,No,24,Optimal
165,10010,30057,20039,40494,5046,PO700165,01/05/2026,02/03/2026,03/11/2025,24,26,280098,5,45995,18,33643,263160,16092,21939,660927,Closed,Completed,Yes,0,Optimal
166,10041,30062,20173,40417,5043,PO700166,01/04/2024,01/06/2025,02/07/2024,20,180,473400,14,47390,20,26490,86100,11192,10239,654811,Partial,Completed,No,19,Optimal
167,10020,30008,20005,40442,5049,PO700167,11/08/2024,12/01/2024,12/12/2024,11,152,501296,12,40080,15,45359,160455,6454,4748,758392,Open,Pending,Yes,20,Underutilized
168,10019,30051,20073,40258,5023,PO700168,05/03/2024,05/05/2026,06/10/2024,12,120,1656840,5,29565,19,20161,160930,10171,1986,1879653,Partial,Pending,Yes,4,Underutilized
169,10015,30073,20041,40411,5049,PO700169,08/09/2025,09/07/2025,10/02/2024,13,68,77316,7,29470,13,25654,184860,20719,7679,345698,Closed,Pending,Yes,10,Underutilized
170,10025,30081,20047,40083,5006,PO700170,10/02/2023,10/03/2025,11/09/2023,13,45,349965,10,39200,2,10218,15454,27599,18740,461176,Open,Pending,No,11,Optimal
171,10041,30004,20136,40033,5012,PO700171,07/06/2024,07/09/2024,07/02/2026,17,129,1379397,13,32565,13,48329,81679,8668,10140,1560778,Partial,Completed,No,14,Optimal
172,10024,30015,20182,40452,5010,PO700172,08/06/2025,09/01/2025,09/09/2025,8,155,2972590,13,82641,1,31128,9307,18713,2873,3117252,Partial,Pending,Yes,7,Underutilized
173,10009,30023,20106,40147,5018,PO700173,08/04/2025,09/10/2024,09/02/2026,16,71,632113,15,57195,17,32233,140403,17586,19311,898841,Open,Completed,Yes,6,Optimal
174,10023,30045,20111,40082,5033,PO700174,07/05/2023,08/01/2023,08/02/2025,25,184,433504,5,45100,12,37990,149604,12760,13188,692146,Partial,Completed,Yes,1,Underutilized
175,10027,30075,20011,40104,5037,PO700175,01/07/2025,01/04/2026,01/07/2026,3,100,2122600,11,35057,15,11233,65085,11347,19569,2264891,Open,Pending,No,16,Optimal
176,10017,30069,20061,40309,5047,PO700176,04/07/2023,04/06/2025,05/01/2023,1,57,1203270,14,81312,19,39450,208373,19585,6998,1558988,Closed,Pending,No,3,Underutilized
177,10041,30063,20024,40369,5019,PO700177,02/12/2026,03/01/2027,04/12/2025,18,160,3593920,3,11646,9,23206,32580,7586,5922,3674860,Closed,Completed,Yes,1,Optimal
178,10009,30064,20104,40003,5017,PO700178,07/12/2025,08/01/2024,08/12/2024,11,185,2538940,8,73120,16,40194,64816,21966,13021,2752057,Open,Completed,No,10,Optimal
179,10015,30015,20022,40088,5030,PO700179,10/06/2025,11/01/2025,11/03/2025,2,176,832304,9,77310,13,30382,77896,28842,5233,1051967,Closed,Completed,Yes,5,Optimal
180,10026,30009,20062,40246,5016,PO700180,08/10/2026,09/11/2025,09/07/2026,8,95,1595905,1,3992,18,4082,62190,9450,16820,1692439,Partial,Pending,Yes,3,Optimal
181,10013,30060,20009,40358,5039,PO700181,11/10/2024,11/01/2025,12/07/2024,24,6,121554,4,23080,10,39762,126630,15459,24834,351319,Partial,Completed,No,10,Underutilized
182,10014,30098,20085,40391,5023,PO700182,09/09/2024,09/06/2025,10/12/2023,12,36,167832,6,14862,16,12047,147520,15463,7813,365537,Open,Completed,No,22,Optimal
183,10045,30071,20042,40215,5012,PO700183,03/05/2027,04/02/2027,04/03/2027,1,45,442485,15,33345,8,41544,34192,29401,12225,593192,Partial,Completed,No,3,Underutilized
184,10013,30080,20176,40041,5021,PO700184,05/12/2025,05/07/2026,05/07/2026,0,165,2476155,2,11774,15,22139,128490,27970,7663,2674191,Closed,Completed,No,4,Underutilized
185,10015,30016,20139,40095,5002,PO700185,08/03/2024,09/09/2023,10/02/2023,23,19,108015,3,18276,15,10483,180990,15384,4895,338043,Closed,Pending,No,7,Optimal
186,10013,30052,20054,40005,5007,PO700186,01/03/2025,02/01/2024,02/09/2024,8,151,3402785,14,123816,10,11996,84800,9541,16089,3649027,Open,Pending,No,15,Optimal
187,10050,30055,20167,40114,5004,PO700187,06/07/2023,06/02/2025,07/12/2023,16,19,253631,11,88836,7,32290,85218,28370,9379,497724,Open,Pending,Yes,11,Underutilized
188,10025,30072,20077,40006,5030,PO700188,09/01/2025,10/08/2024,10/03/2025,7,65,1136850,2,7032,13,28239,100633,6314,1883,1280951,Partial,Pending,Yes,20,Optimal
189,10025,30011,20162,40367,5027,PO700189,03/04/2026,03/07/2026,04/01/2026,25,134,274566,6,21678,17,30032,90032,1063,17255,434626,Closed,Completed,No,13,Optimal
190,10007,30050,20019,40335,5027,PO700190,07/10/2026,08/10/2025,08/11/2026,13,60,366780,5,36845,19,10048,113240,28635,5902,561450,Partial,Completed,Yes,6,Optimal
191,10016,30094,20034,40172,5013,PO700191,04/04/2027,05/12/2026,05/02/2027,2,160,3829280,12,105468,16,12489,119792,7751,4490,4079270,Partial,Completed,No,6,Optimal
192,10039,30045,20144,40465,5033,PO700192,03/09/2023,04/05/2023,04/03/2025,22,192,2169024,9,80595,14,4628,207522,17988,11391,2491148,Closed,Pending,No,2,Optimal
193,10001,30050,20066,40334,5046,PO700193,02/12/2025,03/02/2025,04/07/2024,24,127,1645031,3,12927,9,13193,63612,19452,12029,1766244,Open,Completed,No,18,Optimal
194,10013,30031,20080,40390,5003,PO700194,12/07/2025,01/07/2024,01/11/2025,16,119,447440,9,29862,3,24377,14934,24415,8019,549047,Closed,Pending,Yes,9,Optimal
195,10005,30077,20121,40039,5020,PO700195,09/03/2025,09/06/2027,10/11/2026,23,131,2019496,8,42368,17,35767,58140,27361,17607,2200739,Open,Completed,Yes,2,Optimal
196,10027,30086,20075,40208,5015,PO700196,09/01/2026,10/11/2024,10/04/2025,5,47,346155,2,7558,10,37396,71030,27776,985,490900,Open,Completed,Yes,8,Optimal
197,10003,30058,20097,40145,5038,PO700197,05/07/2025,05/07/2027,06/07/2026,19,168,382704,10,67530,15,16621,173505,24024,14555,678939,Open,Pending,Yes,22,Optimal
198,10027,30037,20162,40298,5014,PO700198,02/04/2024,03/05/2024,03/01/2025,8,36,73764,8,55616,16,33817,201584,25953,9162,399896,Open,Completed,Yes,12,Optimal
199,10006,30068,20007,40436,5022,PO700199,07/08/2024,08/05/2024,08/11/2025,18,63,862596,14,82320,8,44828,43296,19770,15140,1067950,Partial,Pending,Yes,0,Underutilized
200,10033,30045,20130,40417,5031,PO700200,12/11/2024,01/07/2025,01/08/2026,13,157,2925381,14,47390,20,3372,232220,13964,1702,3224029,Closed,Pending,No,7,Underutilized
201,10006,30011,20013,40396,5009,PO700201,01/02/2025,01/05/2025,01/06/2026,13,149,478290,13,129779,11,37770,105193,2754,10645,764431,Partial,Completed,No,7,Underutilized
202,10015,30017,20138,40343,5046,PO700202,11/10/2024,11/10/2025,12/12/2024,20,7,116767,6,20724,4,13287,46784,3269,10628,211459,Closed,Completed,Yes,7,Optimal
203,10047,30017,20086,40247,5017,PO700203,03/06/2024,03/06/2025,03/06/2026,12,121,2420121,11,106689,2,3252,7318,29364,21023,2587767,Partial,Pending,No,20,Optimal
204,10017,30070,20130,40150,5024,PO700204,09/04/2026,10/06/2025,10/09/2025,3,69,1285677,2,8880,17,29422,54791,8754,1291,1388815,Closed,Completed,No,11,Optimal
205,10050,30049,20101,40309,5029,PO700205,05/04/2023,05/10/2023,05/11/2023,1,157,411811,15,87120,17,6536,125749,16283,19341,666840,Partial,Completed,No,3,Optimal
206,10007,30084,20145,40048,5015,PO700206,06/01/2027,06/06/2027,07/09/2025,9,109,671004,10,82220,10,16951,74910,25114,2878,873077,Partial,Pending,No,19,Optimal
207,10043,30058,20045,40135,5030,PO700207,10/03/2026,11/08/2025,12/02/2024,12,56,313040,9,71217,12,36915,126612,10951,20080,578815,Closed,Pending,No,0,Optimal
208,10044,30015,20162,40324,5031,PO700208,12/08/2023,01/03/2024,01/10/2024,7,53,108597,9,32895,18,39383,166986,13991,389,362241,Closed,Completed,Yes,10,Underutilized
209,10018,30078,20135,40487,5009,PO700209,05/06/2025,05/02/2026,06/03/2024,8,77,757526,15,34620,7,4729,54887,26301,713,878776,Open,Completed,No,14,Optimal
210,10005,30025,20127,40459,5033,PO700210,06/01/2025,07/05/2024,07/05/2025,12,117,811863,6,21336,4,15756,46136,23205,24203,942499,Open,Pending,No,21,Underutilized
211,10004,30085,20177,40341,5045,PO700211,05/12/2024,06/06/2023,06/03/2025,21,56,1068256,10,96610,20,34932,150680,4114,24207,1378799,Partial,Pending,No,20,Optimal
212,10013,30077,20191,40322,5011,PO700212,02/03/2026,03/01/2026,03/04/2026,3,6,146664,7,59290,18,8697,226764,17314,13025,471754,Partial,Completed,No,8,Optimal
213,10049,30016,20024,40465,5004,PO700213,01/12/2025,02/06/2025,03/03/2024,14,182,4088084,8,71640,10,24109,148460,10598,11565,4354456,Closed,Pending,No,0,Underutilized
214,10049,30080,20015,40226,5049,PO700214,01/01/2026,02/01/2024,02/03/2025,14,81,1215081,3,17862,18,10502,143658,15275,18855,1421233,Closed,Completed,Yes,10,Underutilized
215,10007,30025,20051,40177,5011,PO700215,09/07/2026,10/11/2025,10/06/2027,19,67,442200,6,52764,7,1700,69902,1838,1554,569958,Closed,Pending,No,17,Underutilized
216,10011,30088,20179,40283,5048,PO700216,07/05/2024,07/09/2024,07/04/2026,19,116,1097708,9,39276,17,45907,253521,15092,12763,1464267,Closed,Pending,Yes,19,Underutilized
217,10040,30085,20092,40185,5020,PO700217,04/08/2024,04/09/2025,04/09/2025,0,178,2296734,2,11002,17,7485,114852,14419,12268,2456760,Partial,Pending,Yes,6,Underutilized
218,10048,30076,20013,40481,5036,PO700218,05/01/2025,05/03/2026,06/08/2024,12,117,375570,13,92235,20,23497,252480,23661,17371,784814,Partial,Completed,Yes,11,Underutilized
219,10037,30019,20192,40198,5011,PO700219,01/11/2024,02/04/2024,02/06/2024,2,84,193200,9,34128,6,43986,28860,10663,22606,333443,Closed,Pending,Yes,16,Underutilized
220,10010,30011,20136,40338,5039,PO700220,04/03/2026,04/06/2026,05/04/2025,16,58,620194,9,34587,7,12954,68278,2971,20647,759631,Partial,Completed,No,18,Optimal
221,10002,30068,20057,40116,5033,PO700221,12/09/2024,01/06/2025,01/07/2026,13,7,113169,13,87113,1,47572,8025,23632,18118,297629,Open,Pending,No,3,Optimal
222,10002,30018,20072,40124,5041,PO700222,11/03/2025,11/09/2025,11/09/2025,0,55,1004410,3,8910,16,38160,193024,9716,21194,1275414,Partial,Completed,Yes,13,Optimal
223,10030,30032,20105,40195,5034,PO700223,05/05/2025,06/03/2023,06/08/2023,5,137,3137848,13,61308,17,2902,80699,4280,2494,3289531,Open,Pending,No,19,Underutilized
224,10045,30097,20162,40230,5041,PO700224,04/05/2025,04/05/2026,05/12/2025,25,20,40980,11,82390,1,38935,14215,11578,4716,192814,Partial,Completed,No,8,Optimal
225,10016,30090,20071,40134,5004,PO700225,02/03/2023,02/01/2024,02/09/2024,8,165,3985905,2,5908,19,23865,76608,7280,14740,4114306,Partial,Pending,Yes,1,Optimal
226,10008,30088,20157,40409,5041,PO700226,06/06/2027,07/04/2025,07/04/2026,12,154,1199044,13,53352,2,4577,20406,21321,7808,1306508,Open,Completed,Yes,5,Optimal
227,10008,30024,20157,40198,5010,PO700227,11/07/2024,12/03/2024,12/03/2024,0,121,942106,5,18960,14,17512,180208,17238,2212,1178236,Open,Pending,Yes,13,Underutilized
228,10009,30068,20063,40242,5023,PO700228,02/01/2025,03/12/2024,04/03/2024,22,129,678411,1,6926,8,12368,35464,6568,11743,751480,Closed,Completed,Yes,9,Underutilized
229,10028,30082,20123,40278,5041,PO700229,07/05/2026,08/01/2024,08/12/2024,11,34,375768,6,50184,18,23012,167706,14211,21341,652222,Open,Completed,No,11,Optimal
230,10028,30069,20150,40333,5047,PO700230,02/01/2024,02/12/2025,03/01/2024,6,124,739288,5,20560,12,29545,82620,2144,9146,883303,Partial,Completed,No,4,Optimal
231,10015,30083,20159,40253,5039,PO700231,12/11/2025,01/05/2026,01/09/2026,4,28,489748,4,8888,9,9375,107343,19185,14526,649065,Closed,Completed,Yes,11,Underutilized
232,10028,30045,20164,40454,5033,PO700232,08/10/2023,09/06/2023,09/05/2025,23,108,195372,7,15001,19,20480,121752,16596,16542,385743,Open,Completed,No,21,Optimal
233,10008,30070,20195,40055,5012,PO700233,08/10/2026,09/11/2025,10/03/2025,22,71,946785,10,64800,15,25116,189390,18519,8069,1252679,Closed,Completed,Yes,24,Optimal
234,10034,30044,20022,40068,5016,PO700234,11/01/2026,12/08/2025,01/05/2025,16,28,132412,9,62739,9,2881,83736,22545,23534,327847,Partial,Completed,No,0,Underutilized
235,10028,30068,20045,40036,5045,PO700235,12/04/2026,01/01/2027,01/03/2027,2,182,1017380,3,16383,8,13341,66072,22716,3570,1139462,Open,Pending,No,6,Optimal
236,10048,30013,20014,40467,5034,PO700236,01/05/2025,01/10/2025,01/07/2026,9,27,520776,4,33908,10,47969,50660,14073,9252,676638,Closed,Pending,No,24,Optimal
237,10048,30031,20025,40304,5045,PO700237,08/05/2026,08/12/2026,09/01/2025,8,50,1142100,1,4184,12,44490,169608,23641,11515,1395538,Closed,Completed,No,7,Underutilized
238,10050,30053,20141,40271,5014,PO700238,12/03/2025,01/11/2024,01/07/2026,20,30,239850,3,24123,10,18752,48870,20952,24053,376600,Open,Completed,No,1,Optimal
239,10015,30068,20061,40289,5042,PO700239,03/05/2025,04/02/2025,04/08/2025,6,198,4179780,5,27050,5,49386,46190,2285,18099,4322790,Closed,Completed,Yes,18,Underutilized
240,10001,30022,20084,40313,5003,PO700240,01/03/2025,01/06/2027,02/03/2026,16,70,76160,15,131280,14,45848,195706,19850,11437,480281,Open,Completed,No,1,Optimal
241,10013,30092,20196,40277,5040,PO700241,09/12/2026,10/01/2026,10/08/2026,7,179,283357,2,19980,2,14771,16438,26464,11326,372336,Partial,Completed,No,22,Underutilized
242,10047,30001,20161,40062,5030,PO700242,02/04/2025,02/05/2026,03/08/2025,19,61,736331,5,46610,17,23874,76041,14892,14501,912249,Closed,Pending,Yes,21,Optimal
243,10041,30038,20162,40339,5021,PO700243,03/02/2025,03/01/2026,04/03/2025,21,136,278664,14,40754,5,13405,55100,2431,23027,413381,Partial,Pending,Yes,17,Optimal
244,10009,30002,20107,40202,5037,PO700244,09/07/2026,10/02/2026,11/07/2025,24,168,476112,4,38360,18,17363,130752,2945,5506,671038,Closed,Pending,No,2,Optimal
245,10014,30097,20179,40327,5018,PO700245,10/01/2025,10/01/2026,11/03/2024,9,40,378520,3,29196,16,32639,223712,8794,23121,695982,Open,Completed,No,4,Underutilized
246,10007,30090,20196,40136,5037,PO700246,12/03/2025,12/01/2026,01/03/2025,9,39,61737,15,112755,5,37914,63130,8889,10930,295355,Partial,Completed,No,24,Optimal
247,10015,30031,20002,40113,5021,PO700247,11/12/2025,12/01/2024,12/10/2025,21,44,276232,10,43800,15,14521,144795,4751,22614,506713,Closed,Completed,No,15,Optimal
248,10050,30078,20017,40076,5029,PO700248,02/02/2024,02/10/2024,02/11/2024,1,76,172520,5,44455,7,46981,33677,11122,14680,323435,Open,Completed,No,14,Underutilized
249,10033,30042,20021,40428,5027,PO700249,08/05/2024,08/12/2025,09/04/2024,11,79,90692,3,20394,18,3987,75168,1354,15352,206947,Closed,Completed,No,23,Underutilized
250,10046,30008,20118,40170,5019,PO700250,04/10/2024,05/03/2024,06/04/2023,20,130,716820,7,65786,16,36590,97744,11545,272,928757,Closed,Completed,No,20,Underutilized
251,10031,30060,20164,40310,5005,PO700251,10/06/2026,11/02/2024,11/09/2024,7,25,45225,3,7224,1,26904,3414,28511,4755,116033,Closed,Pending,Yes,20,Optimal
252,10010,30082,20050,40191,5014,PO700252,04/03/2024,04/06/2024,05/01/2024,25,189,3482703,14,125902,10,22408,131050,13431,6047,3781541,Partial,Pending,No,7,Underutilized
253,10014,30023,20150,40172,5007,PO700253,05/08/2024,06/02/2024,07/01/2023,17,99,590238,14,123046,9,4782,62289,2351,3513,786219,Partial,Pending,Yes,6,Underutilized
254,10024,30081,20198,40460,5019,PO700254,03/09/2024,04/03/2024,04/06/2025,15,192,1206912,3,8610,10,39084,128730,21528,2629,1407493,Open,Completed,Yes,4,Underutilized
255,10043,30085,20200,40218,5049,PO700255,10/02/2025,10/03/2026,11/08/2024,12,27,435186,1,5819,15,13505,162810,8152,23689,649161,Closed,Completed,Yes,19,Underutilized
256,10040,30078,20065,40303,5049,PO700256,05/03/2025,06/04/2023,06/01/2024,9,23,131790,11,58696,2,47581,22862,14802,11097,286828,Open,Pending,Yes,21,Optimal
257,10034,30062,20063,40166,5029,PO700257,07/02/2026,07/04/2027,08/08/2026,23,47,247173,7,16177,10,30042,30680,27350,18460,369882,Partial,Pending,Yes,15,Optimal
258,10021,30085,20059,40339,5033,PO700258,07/09/2024,07/10/2025,08/01/2024,10,137,2317355,8,23288,14,42007,164640,29358,5058,2581706,Closed,Completed,Yes,23,Underutilized
259,10014,30079,20001,40344,5008,PO700259,09/03/2025,10/01/2025,11/03/2024,21,81,1848339,10,23040,19,25159,188081,16752,21512,2122883,Partial,Completed,No,10,Optimal
260,10038,30091,20155,40452,5006,PO700260,05/06/2026,06/06/2025,06/12/2025,6,61,851133,11,69927,15,6584,214905,5814,21642,1170005,Partial,Pending,No,11,Optimal
261,10027,30012,20159,40062,5046,PO700261,08/01/2024,08/04/2024,08/06/2025,14,106,1854046,5,46610,4,12829,26892,7646,17960,1965983,Partial,Completed,Yes,8,Optimal
262,10016,30072,20120,40389,5014,PO700262,07/12/2023,08/06/2023,08/10/2024,16,176,3184368,5,32945,16,37308,107504,16012,7423,3385560,Partial,Completed,Yes,13,Optimal
263,10005,30067,20085,40472,5033,PO700263,03/06/2027,04/11/2026,05/07/2025,14,39,181818,14,110600,17,34242,204340,24416,24802,580218,Open,Completed,No,21,Underutilized
264,10008,30078,20030,40069,5028,PO700264,07/11/2024,07/07/2025,07/12/2025,5,54,403434,10,90400,16,9965,72400,13234,20276,609709,Open,Pending,Yes,1,Underutilized
265,10011,30045,20103,40399,5014,PO700265,02/12/2023,03/11/2023,03/11/2023,0,184,426144,10,53180,7,20656,73717,4949,23180,601826,Open,Pending,Yes,19,Optimal
266,10016,30025,20038,40306,5022,PO700266,07/06/2026,08/09/2025,08/12/2025,3,191,2671135,14,136094,12,25050,69024,25426,11186,2937915,Partial,Completed,No,3,Optimal
267,10026,30014,20078,40487,5004,PO700267,01/05/2025,01/11/2025,02/08/2024,16,193,3190869,9,20772,12,33046,177900,2425,19785,3444797,Closed,Completed,No,17,Underutilized
268,10003,30051,20106,40410,5026,PO700268,04/02/2025,04/04/2027,05/05/2026,19,33,293799,1,3248,8,24222,57368,7329,22738,408704,Closed,Completed,No,3,Optimal
269,10017,30012,20006,40471,5024,PO700269,05/02/2025,05/05/2025,05/08/2025,3,23,138920,13,120029,9,10846,54315,19161,9503,352774,Partial,Pending,Yes,18,Underutilized
270,10042,30002,20152,40226,5026,PO700270,07/05/2024,07/06/2026,08/09/2025,22,199,1284545,13,77402,9,1904,92475,1811,11218,1469355,Open,Pending,No,1,Optimal
271,10011,30077,20162,40095,5035,PO700271,03/06/2024,04/02/2024,04/07/2024,5,163,333987,14,85288,20,32179,188620,6186,22705,668965,Closed,Pending,Yes,19,Optimal
272,10001,30025,20079,40311,5018,PO700272,01/05/2024,01/03/2026,02/06/2024,10,140,403200,4,38804,10,39615,51450,21467,1430,555966,Open,Completed,No,23,Underutilized
273,10033,30070,20109,40215,5008,PO700273,12/06/2023,12/02/2025,01/01/2025,18,124,229524,7,15561,12,1392,97800,11993,18977,375247,Closed,Pending,Yes,0,Optimal
274,10005,30075,20133,40376,5009,PO700274,04/03/2025,04/12/2025,05/01/2025,19,16,28336,11,98934,5,44972,74550,5707,8934,261433,Closed,Pending,Yes,16,Underutilized
